Order ID,Order Date,Ship Date,Ship Mode,Days to Ship Actual,Days to Ship Scheduled,Ship Status,Customer ID,Customer Name,Segment,Country/Region,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Sales Forecast,Sales Target,Price,Profit Ratio,Sales Target Status,forecast_bias,Sales Forecast Status
CA-2018-124044,7/23/2018,7/26/2018,Second Class,3,3,Shipped On Time,MS-17830,Melanie Seite,Consumer,United States,Rochester,New York,14609,East,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,11,3,20,4,16,11,3.67,36.36,Target Achieved,5,Over Forecast
CA-2018-103135,7/24/2018,7/28/2018,Standard Class,4,6,Shipped Early,SS-20515,Shirley Schmidt,Home Office,United States,Louisville,Kentucky,40214,South,FUR-FU-10001487,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",21,3,0,6,31,19,7,28.57,Target Achieved,10,Over Forecast
CA-2018-103135,7/24/2018,7/28/2018,Standard Class,4,6,Shipped Early,SS-20515,Shirley Schmidt,Home Office,United States,Louisville,Kentucky,40214,South,TEC-AC-10003289,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,280,14,0,64,419,305,20,22.86,Target Not Achieved,139,Over Forecast
CA-2018-103135,7/24/2018,7/28/2018,Standard Class,4,6,Shipped Early,SS-20515,Shirley Schmidt,Home Office,United States,Louisville,Kentucky,40214,South,OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",90,6,0,41,135,232,15,45.56,Target Not Achieved,45,Over Forecast
CA-2018-148635,7/25/2018,7/27/2018,Second Class,2,3,Shipped Early,MH-18025,Michelle Huthwaite,Consumer,United States,Seattle,Washington,98115,West,OFF-FA-10004395,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,9,2,0,0,14,19,4.5,0,Target Not Achieved,5,Over Forecast
US-2018-150161,7/25/2018,7/29/2018,Standard Class,4,6,Shipped Early,RB-19795,Ross Baird,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,25,4,70,-18,38,26,6.25,-72,Target Not Achieved,13,Over Forecast
CA-2018-154291,7/25/2018,7/29/2018,Standard Class,4,6,Shipped Early,YS-21880,Yana Sorensen,Corporate,United States,Montgomery,Alabama,36116,South,OFF-EN-10001335,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",98,9,0,49,147,106,10.89,50,Target Not Achieved,49,Over Forecast
CA-2018-139248,7/25/2018,7/30/2018,Standard Class,5,6,Shipped Early,RD-19930,Russell D'Ascenzo,Consumer,United States,Los Angeles,California,90032,West,TEC-PH-10004094,Technology,Phones,Motorola L703CM,624,5,20,39,934,649,124.8,6.25,Target Not Achieved,310,Over Forecast
CA-2018-154291,7/25/2018,7/29/2018,Standard Class,4,6,Shipped Early,YS-21880,Yana Sorensen,Corporate,United States,Montgomery,Alabama,36116,South,FUR-TA-10002041,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",359,2,0,39,537,369,179.5,10.86,Target Not Achieved,178,Over Forecast
CA-2018-148635,7/25/2018,7/27/2018,Second Class,2,3,Shipped Early,MH-18025,Michelle Huthwaite,Consumer,United States,Seattle,Washington,98115,West,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,562,2,20,28,841,1355,281,4.98,Target Not Achieved,279,Over Forecast
CA-2018-148635,7/25/2018,7/27/2018,Second Class,2,3,Shipped Early,MH-18025,Michelle Huthwaite,Consumer,United States,Seattle,Washington,98115,West,FUR-BO-10002213,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",705,5,0,56,1056,1355,141,7.94,Target Not Achieved,351,Over Forecast
CA-2018-148635,7/25/2018,7/27/2018,Second Class,2,3,Shipped Early,MH-18025,Michelle Huthwaite,Consumer,United States,Seattle,Washington,98115,West,OFF-PA-10004782,Office Supplies,Paper,Xerox 228,13,2,0,6,19,19,6.5,46.15,Target Not Achieved,6,Over Forecast
CA-2018-148180,7/26/2018,7/31/2018,Standard Class,5,6,Shipped Early,BP-11095,Bart Pistole,Corporate,United States,Oxnard,California,93030,West,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",9,3,20,3,14,122,3,33.33,Target Not Achieved,5,Over Forecast
CA-2018-127754,7/26/2018,7/31/2018,Standard Class,5,6,Shipped Early,CK-12760,Cyma Kinney,Corporate,United States,Glendale,Arizona,85301,West,FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,266,3,20,13,399,290,88.67,4.89,Target Not Achieved,133,Over Forecast
CA-2018-136735,7/26/2018,8/2/2018,Standard Class,7,6,Shipped Late,HA-14920,Helen Andreada,Consumer,United States,San Francisco,California,94110,West,OFF-EN-10002230,Office Supplies,Envelopes,Airmail Envelopes,168,2,0,79,251,166,84,47.02,Target Achieved,83,Over Forecast
CA-2018-148180,7/26/2018,7/31/2018,Standard Class,5,6,Shipped Early,BP-11095,Bart Pistole,Corporate,United States,Oxnard,California,93030,West,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,23,6,20,8,35,122,3.83,34.78,Target Not Achieved,12,Over Forecast
CA-2018-143700,7/26/2018,7/26/2018,Same Day,0,0,Shipped On Time,AS-10240,Alan Shonely,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10003072,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",10,2,20,4,16,166,5,40,Target Not Achieved,6,Over Forecast
CA-2018-148180,7/26/2018,7/31/2018,Standard Class,5,6,Shipped Early,BP-11095,Bart Pistole,Corporate,United States,Oxnard,California,93030,West,OFF-AR-10002067,Office Supplies,Art,Newell 334,99,5,0,26,149,122,19.8,26.26,Target Not Achieved,50,Over Forecast
US-2018-140200,7/26/2018,7/28/2018,First Class,2,1,Shipped Late,CA-12775,Cynthia Arntzen,Consumer,United States,Mesa,Arizona,85204,West,FUR-TA-10002356,Furniture,Tables,Bevis Boat-Shaped Conference Table,393,3,50,-204,589,354,131,-51.91,Target Achieved,196,Over Forecast
US-2018-129553,7/27/2018,8/2/2018,Standard Class,6,6,Shipped On Time,PG-18820,Patrick Gardner,Consumer,United States,Louisville,Kentucky,40214,South,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s,30,3,0,0,45,30,10,0,Target Achieved,15,Over Forecast
CA-2018-155334,7/30/2018,7/31/2018,First Class,1,1,Shipped On Time,HA-14920,Helen Andreada,Consumer,United States,San Francisco,California,94109,West,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,11,3,20,4,16,11,3.67,36.36,Target Achieved,5,Over Forecast
CA-2018-155334,7/30/2018,7/31/2018,First Class,1,1,Shipped On Time,HA-14920,Helen Andreada,Consumer,United States,San Francisco,California,94109,West,FUR-FU-10003274,Furniture,Furnishings,Regeneration Desk Collection,5,3,0,2,8,5,1.67,40,Target Achieved,3,Over Forecast
US-2018-164966,7/30/2018,8/1/2018,First Class,2,1,Shipped Late,GH-14410,Gary Hansen,Home Office,United States,Lakeville,Minnesota,55044,Central,FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black",156,6,0,39,233,164,26,25,Target Not Achieved,77,Over Forecast
CA-2018-132507,7/30/2018,8/3/2018,Second Class,4,3,Shipped Late,CC-12610,Corey Catlett,Corporate,United States,Houston,Texas,77041,Central,OFF-ST-10000943,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,62,4,20,6,93,53,15.5,9.68,Target Achieved,31,Over Forecast
CA-2018-155334,7/30/2018,7/31/2018,First Class,1,1,Shipped On Time,HA-14920,Helen Andreada,Consumer,United States,San Francisco,California,94109,West,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,210,7,0,92,314,178,30,43.81,Target Achieved,104,Over Forecast
CA-2018-124891,7/31/2018,7/31/2018,Same Day,0,0,Shipped On Time,RH-19495,Rick Hansen,Consumer,United States,New York City,New York,10024,East,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,2310,7,0,762,3459,2171,330,32.99,Target Achieved,1149,Over Forecast
CA-2018-124891,7/31/2018,7/31/2018,Same Day,0,0,Shipped On Time,RH-19495,Rick Hansen,Consumer,United States,New York City,New York,10024,East,FUR-TA-10002903,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",1091,7,40,-291,1634,1091,155.86,-26.67,Target Achieved,543,Over Forecast
CA-2018-111017,7/31/2018,8/6/2018,Standard Class,6,6,Shipped On Time,SC-20695,Steve Chapman,Corporate,United States,Saint Louis,Missouri,63116,Central,OFF-SU-10002573,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",53,3,0,16,79,57,17.67,30.19,Target Not Achieved,26,Over Forecast
CA-2018-164427,7/31/2018,8/6/2018,Standard Class,6,6,Shipped On Time,AR-10405,Allen Rosenblatt,Corporate,United States,Hattiesburg,Mississippi,39401,South,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,240,6,0,105,359,223,40,43.75,Target Achieved,119,Over Forecast
CA-2018-124891,7/31/2018,7/31/2018,Same Day,0,0,Shipped On Time,RH-19495,Rick Hansen,Consumer,United States,New York City,New York,10024,East,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,19,3,0,9,29,18,6.33,47.37,Target Achieved,10,Over Forecast
CA-2018-153388,8/1/2018,8/7/2018,Standard Class,6,6,Shipped On Time,PC-19000,Pauline Chand,Home Office,United States,Los Angeles,California,90004,West,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,7,4,0,3,10,7,1.75,42.86,Target Achieved,3,Over Forecast
CA-2018-153388,8/1/2018,8/7/2018,Standard Class,6,6,Shipped On Time,PC-19000,Pauline Chand,Home Office,United States,Los Angeles,California,90004,West,FUR-TA-10003715,Furniture,Tables,Hon 2111 Invitation Series Corner Table,1005,6,20,-176,1505,1035,167.5,-17.51,Target Not Achieved,500,Over Forecast
CA-2018-147501,8/2/2018,8/6/2018,Standard Class,4,6,Shipped Early,Co-12640,Corey-Lock,Consumer,United States,Seattle,Washington,98105,West,TEC-MA-10001972,Technology,Machines,Okidata C331dn Printer,558,2,20,42,836,547,279,7.53,Target Achieved,278,Over Forecast
CA-2018-122406,8/2/2018,8/5/2018,Second Class,3,3,Shipped On Time,BE-11455,Brad Eason,Home Office,United States,Providence,Rhode Island,2908,East,OFF-PA-10001307,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",8,2,0,4,13,8,4,50,Target Achieved,5,Over Forecast
CA-2018-122406,8/2/2018,8/5/2018,Second Class,3,3,Shipped On Time,BE-11455,Brad Eason,Home Office,United States,Providence,Rhode Island,2908,East,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,200,2,0,84,299,322,100,42,Target Not Achieved,99,Over Forecast
CA-2018-112767,8/2/2018,8/6/2018,Standard Class,4,6,Shipped Early,DK-12985,Darren Koutras,Consumer,United States,Springfield,Oregon,97477,West,FUR-TA-10003469,Furniture,Tables,Balt Split Level Computer Training Table,278,4,50,-189,416,283,69.5,-67.99,Target Not Achieved,138,Over Forecast
CA-2018-122406,8/2/2018,8/5/2018,Second Class,3,3,Shipped On Time,BE-11455,Brad Eason,Home Office,United States,Providence,Rhode Island,2908,East,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,111,1,0,16,166,95,111,14.41,Target Achieved,55,Over Forecast
CA-2018-122406,8/2/2018,8/5/2018,Second Class,3,3,Shipped On Time,BE-11455,Brad Eason,Home Office,United States,Providence,Rhode Island,2908,East,TEC-PH-10001527,Technology,Phones,Plantronics MX500i Earset,129,3,0,4,193,322,43,3.1,Target Not Achieved,64,Over Forecast
CA-2018-147501,8/2/2018,8/6/2018,Standard Class,4,6,Shipped Early,Co-12640,Corey-Lock,Consumer,United States,Seattle,Washington,98105,West,OFF-BI-10002003,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,6,2,20,2,10,6,3,33.33,Target Achieved,4,Over Forecast
CA-2018-112214,8/5/2018,8/11/2018,Standard Class,6,6,Shipped On Time,AH-10690,Anna Häberlin,Corporate,United States,Dallas,Texas,75220,Central,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,1,1,80,-2,2,58,1,-200,Target Not Achieved,1,Over Forecast
CA-2018-112214,8/5/2018,8/11/2018,Standard Class,6,6,Shipped On Time,AH-10690,Anna Häberlin,Corporate,United States,Dallas,Texas,75220,Central,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",15,5,60,-11,22,13,3,-73.33,Target Achieved,7,Over Forecast
CA-2018-112214,8/5/2018,8/11/2018,Standard Class,6,6,Shipped On Time,AH-10690,Anna Häberlin,Corporate,United States,Dallas,Texas,75220,Central,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",33,7,20,-1,50,58,4.71,-3.03,Target Not Achieved,17,Over Forecast
CA-2018-112214,8/5/2018,8/11/2018,Standard Class,6,6,Shipped On Time,AH-10690,Anna Häberlin,Corporate,United States,Dallas,Texas,75220,Central,OFF-SU-10003567,Office Supplies,Supplies,Stiletto Hand Letter Openers,23,3,20,-5,35,58,7.67,-21.74,Target Not Achieved,12,Over Forecast
CA-2018-160794,8/6/2018,8/8/2018,First Class,2,1,Shipped Late,MS-17980,Michael Stewart,Corporate,United States,Houston,Texas,77041,Central,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,27,3,20,10,41,132,9,37.04,Target Not Achieved,14,Over Forecast
CA-2018-135251,8/6/2018,8/10/2018,Standard Class,4,6,Shipped Early,RP-19270,Rachel Payne,Corporate,United States,Houston,Texas,77095,Central,OFF-PA-10003302,Office Supplies,Paper,Xerox 1906,57,2,20,19,85,132,28.5,33.33,Target Not Achieved,28,Over Forecast
CA-2018-135251,8/6/2018,8/10/2018,Standard Class,4,6,Shipped Early,RP-19270,Rachel Payne,Corporate,United States,Houston,Texas,77095,Central,OFF-LA-10004544,Office Supplies,Labels,Avery 505,36,3,20,13,53,132,12,36.11,Target Not Achieved,17,Over Forecast
CA-2018-135251,8/6/2018,8/10/2018,Standard Class,4,6,Shipped Early,RP-19270,Rachel Payne,Corporate,United States,Houston,Texas,77095,Central,OFF-BI-10001097,Office Supplies,Binders,Avery Hole Reinforcements,6,5,80,-10,9,132,1.2,-166.67,Target Not Achieved,3,Over Forecast
CA-2018-135251,8/6/2018,8/10/2018,Standard Class,4,6,Shipped Early,RP-19270,Rachel Payne,Corporate,United States,Houston,Texas,77095,Central,FUR-BO-10003965,Furniture,Bookcases,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,369,3,32,-114,553,373,123,-30.89,Target Not Achieved,184,Over Forecast
CA-2018-138331,8/7/2018,8/12/2018,Standard Class,5,6,Shipped Early,JK-15625,Jim Karlsson,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-AR-10002952,Office Supplies,Art,Stanley Contemporary Battery Pencil Sharpeners,107,10,20,11,160,122,10.7,10.28,Target Not Achieved,53,Over Forecast
CA-2018-163237,8/7/2018,8/9/2018,Second Class,2,3,Shipped Early,EM-14095,Eudokia Martin,Corporate,United States,Springfield,Virginia,22153,South,OFF-LA-10004545,Office Supplies,Labels,Avery 50,25,2,0,12,38,92,12.5,48,Target Not Achieved,13,Over Forecast
US-2018-117492,8/7/2018,8/9/2018,First Class,2,1,Shipped Late,NS-18640,Noel Staavos,Corporate,United States,Baltimore,Maryland,21215,East,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",78,9,0,20,116,92,8.67,25.64,Target Not Achieved,38,Over Forecast
US-2018-124219,8/7/2018,8/8/2018,First Class,1,1,Shipped On Time,KW-16570,Kelly Williams,Consumer,United States,Kirkwood,Missouri,63122,Central,OFF-BI-10002215,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",28,4,0,13,43,122,7,46.43,Target Not Achieved,15,Over Forecast
CA-2018-141936,8/7/2018,8/12/2018,Standard Class,5,6,Shipped Early,PN-18775,Parhena Norris,Home Office,United States,Bakersfield,California,93309,West,OFF-BI-10002194,Office Supplies,Binders,Cardinal Hold-It CD Pocket,19,3,20,6,29,20,6.33,31.58,Target Not Achieved,10,Over Forecast
US-2018-124219,8/7/2018,8/8/2018,First Class,1,1,Shipped On Time,KW-16570,Kelly Williams,Consumer,United States,Kirkwood,Missouri,63122,Central,FUR-FU-10000305,Furniture,Furnishings,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",213,3,0,34,319,228,71,15.96,Target Not Achieved,106,Over Forecast
CA-2018-163237,8/7/2018,8/9/2018,Second Class,2,3,Shipped Early,EM-14095,Eudokia Martin,Corporate,United States,Springfield,Virginia,22153,South,TEC-PH-10003601,Technology,Phones,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",495,3,0,148,741,455,165,29.9,Target Achieved,246,Over Forecast
CA-2018-163895,8/7/2018,8/11/2018,Standard Class,4,6,Shipped Early,NS-18640,Noel Staavos,Corporate,United States,Boise,Idaho,83704,West,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",3,1,20,1,5,92,3,33.33,Target Not Achieved,2,Over Forecast
CA-2018-129322,8/8/2018,8/10/2018,Second Class,2,3,Shipped Early,DB-13405,Denny Blanton,Consumer,United States,Lawrence,Massachusetts,1841,East,OFF-AR-10004587,Office Supplies,Art,"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606",40,2,0,12,59,591,20,30,Target Not Achieved,19,Over Forecast
CA-2018-168564,8/8/2018,8/8/2018,Same Day,0,0,Shipped On Time,TT-21220,Thomas Thornton,Consumer,United States,San Francisco,California,94109,West,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,145,1,20,11,217,133,145,7.59,Target Achieved,72,Over Forecast
CA-2018-168564,8/8/2018,8/8/2018,Same Day,0,0,Shipped On Time,TT-21220,Thomas Thornton,Consumer,United States,San Francisco,California,94109,West,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,7,2,20,3,11,591,3.5,42.86,Target Not Achieved,4,Over Forecast
CA-2018-127544,8/8/2018,8/12/2018,Standard Class,4,6,Shipped Early,RD-19585,Rob Dowd,Consumer,United States,Utica,New York,13501,East,TEC-AC-10000736,Technology,Accessories,Logitech G600 MMO Gaming Mouse,80,1,0,29,120,85,80,36.25,Target Not Achieved,40,Over Forecast
CA-2018-168564,8/8/2018,8/8/2018,Same Day,0,0,Shipped On Time,TT-21220,Thomas Thornton,Consumer,United States,San Francisco,California,94109,West,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",7,2,20,2,10,591,3.5,28.57,Target Not Achieved,3,Over Forecast
CA-2018-129322,8/8/2018,8/10/2018,Second Class,2,3,Shipped Early,DB-13405,Denny Blanton,Consumer,United States,Lawrence,Massachusetts,1841,East,OFF-AP-10004336,Office Supplies,Appliances,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",114,2,0,33,171,591,57,28.95,Target Not Achieved,57,Over Forecast
CA-2018-129322,8/8/2018,8/10/2018,Second Class,2,3,Shipped Early,DB-13405,Denny Blanton,Consumer,United States,Lawrence,Massachusetts,1841,East,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,448,7,0,210,671,591,64,46.88,Target Not Achieved,223,Over Forecast
CA-2018-131338,8/9/2018,8/12/2018,First Class,3,1,Shipped Late,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,10024,East,FUR-TA-10002607,Furniture,Tables,KI Conference Tables,383,9,40,-153,573,375,42.56,-39.95,Target Achieved,190,Over Forecast
CA-2018-131338,8/9/2018,8/12/2018,First Class,3,1,Shipped Late,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,10024,East,OFF-FA-10000992,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",11,3,0,5,16,1216,3.67,45.45,Target Not Achieved,5,Over Forecast
CA-2018-131338,8/9/2018,8/12/2018,First Class,3,1,Shipped Late,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,10024,East,TEC-AC-10002600,Technology,Accessories,Belkin QODE FastFit Bluetooth Keyboard,248,4,0,35,371,1336,62,14.11,Target Not Achieved,123,Over Forecast
CA-2018-131338,8/9/2018,8/12/2018,First Class,3,1,Shipped Late,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,10024,East,OFF-BI-10000545,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,1218,2,20,457,1823,1216,609,37.52,Target Achieved,605,Over Forecast
CA-2018-131338,8/9/2018,8/12/2018,First Class,3,1,Shipped Late,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,10024,East,FUR-FU-10002157,Furniture,Furnishings,Artistic Insta-Plaque,47,3,0,18,70,375,15.67,38.3,Target Not Achieved,23,Over Forecast
CA-2018-163055,8/9/2018,8/16/2018,Standard Class,7,6,Shipped Late,DS-13180,David Smith,Corporate,United States,Detroit,Michigan,48227,Central,OFF-AR-10001026,Office Supplies,Art,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",2,1,0,1,3,187,2,50,Target Not Achieved,1,Over Forecast
CA-2018-163055,8/9/2018,8/16/2018,Standard Class,7,6,Shipped Late,DS-13180,David Smith,Corporate,United States,Detroit,Michigan,48227,Central,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,622,5,0,137,932,626,124.4,22.03,Target Not Achieved,310,Over Forecast
CA-2018-131338,8/9/2018,8/12/2018,First Class,3,1,Shipped Late,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,10024,East,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,6,2,0,3,9,375,3,50,Target Not Achieved,3,Over Forecast
CA-2018-131338,8/9/2018,8/12/2018,First Class,3,1,Shipped Late,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,10024,East,OFF-PA-10001357,Office Supplies,Paper,Xerox 1886,144,3,0,69,215,1216,48,47.92,Target Not Achieved,71,Over Forecast
CA-2018-131338,8/9/2018,8/12/2018,First Class,3,1,Shipped Late,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,10024,East,OFF-ST-10000642,Office Supplies,Storage,"Tennsco Lockers, Gray",42,2,0,3,63,1216,21,7.14,Target Not Achieved,21,Over Forecast
CA-2018-128013,8/9/2018,8/16/2018,Standard Class,7,6,Shipped Late,MF-18250,Monica Federle,Corporate,United States,New York City,New York,10035,East,FUR-FU-10000320,Furniture,Furnishings,OIC Stacking Trays,10,3,0,4,15,626,3.33,40,Target Not Achieved,5,Over Forecast
CA-2018-163055,8/9/2018,8/16/2018,Standard Class,7,6,Shipped Late,DS-13180,David Smith,Corporate,United States,Detroit,Michigan,48227,Central,OFF-ST-10002485,Office Supplies,Storage,Rogers Deluxe File Chest,22,1,0,0,33,187,22,0,Target Not Achieved,11,Over Forecast
CA-2018-128013,8/9/2018,8/16/2018,Standard Class,7,6,Shipped Late,MF-18250,Monica Federle,Corporate,United States,New York City,New York,10035,East,OFF-PA-10001815,Office Supplies,Paper,Xerox 1885,144,3,0,69,216,187,48,47.92,Target Not Achieved,72,Over Forecast
CA-2018-131338,8/9/2018,8/12/2018,First Class,3,1,Shipped Late,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,10024,East,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,308,2,0,89,461,1336,154,28.9,Target Not Achieved,153,Over Forecast
CA-2018-103954,8/9/2018,8/13/2018,Second Class,4,3,Shipped Late,HR-14770,Hallie Redmond,Home Office,United States,Milwaukee,Wisconsin,53209,Central,FUR-BO-10004690,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,687,5,0,48,1029,632,137.4,6.99,Target Achieved,342,Over Forecast
CA-2018-155453,8/9/2018,8/14/2018,Standard Class,5,6,Shipped Early,RA-19885,Ruben Ausman,Corporate,United States,Jacksonville,Florida,32216,South,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,5,2,20,2,7,187,2.5,40,Target Not Achieved,2,Over Forecast
CA-2018-131338,8/9/2018,8/12/2018,First Class,3,1,Shipped Late,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,10024,East,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,980,5,0,274,1468,1336,196,27.96,Target Not Achieved,488,Over Forecast
US-2018-156496,8/10/2018,8/16/2018,Standard Class,6,6,Shipped On Time,WB-21850,William Brown,Consumer,United States,Redmond,Oregon,97756,West,OFF-AP-10001469,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,133,4,20,15,200,186,33.25,11.28,Target Not Achieved,67,Over Forecast
US-2018-156496,8/10/2018,8/16/2018,Standard Class,6,6,Shipped On Time,WB-21850,William Brown,Consumer,United States,Redmond,Oregon,97756,West,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,438,4,20,38,656,497,109.5,8.68,Target Not Achieved,218,Over Forecast
CA-2018-130022,8/10/2018,8/16/2018,Standard Class,6,6,Shipped On Time,JK-16120,Julie Kriz,Home Office,United States,Eagan,Minnesota,55122,Central,OFF-AR-10001915,Office Supplies,Art,Peel-Off China Markers,30,3,0,13,45,79,10,43.33,Target Not Achieved,15,Over Forecast
CA-2018-130022,8/10/2018,8/16/2018,Standard Class,6,6,Shipped On Time,JK-16120,Julie Kriz,Home Office,United States,Eagan,Minnesota,55122,Central,OFF-LA-10002043,Office Supplies,Labels,Avery 489,41,4,0,20,62,79,10.25,48.78,Target Not Achieved,21,Over Forecast
CA-2018-130022,8/10/2018,8/16/2018,Standard Class,6,6,Shipped On Time,JK-16120,Julie Kriz,Home Office,United States,Eagan,Minnesota,55122,Central,OFF-LA-10002787,Office Supplies,Labels,Avery 480,4,1,0,2,6,79,4,50,Target Not Achieved,2,Over Forecast
US-2018-156496,8/10/2018,8/16/2018,Standard Class,6,6,Shipped On Time,WB-21850,William Brown,Consumer,United States,Redmond,Oregon,97756,West,TEC-PH-10004188,Technology,Phones,OtterBox Commuter Series Case - Samsung Galaxy S4,140,7,20,-31,210,497,20,-22.14,Target Not Achieved,70,Over Forecast
CA-2018-121699,8/10/2018,8/14/2018,Standard Class,4,6,Shipped Early,BD-11320,Bill Donatelli,Consumer,United States,Detroit,Michigan,48227,Central,OFF-BI-10004632,Office Supplies,Binders,GBC Binding covers,65,5,0,29,97,186,13,44.62,Target Not Achieved,32,Over Forecast
US-2018-156797,8/11/2018,8/15/2018,Standard Class,4,6,Shipped Early,PO-19180,Philisse Overcash,Home Office,United States,New York City,New York,10035,East,OFF-AR-10001427,Office Supplies,Art,Newell 330,12,2,0,3,18,11,6,25,Target Achieved,6,Over Forecast
US-2018-156797,8/11/2018,8/15/2018,Standard Class,4,6,Shipped Early,PO-19180,Philisse Overcash,Home Office,United States,New York City,New York,10035,East,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,138,2,0,35,207,149,69,25.36,Target Not Achieved,69,Over Forecast
